F5iJIXfP7HPu45cLirrdgQ,0.14929577464788732,0.6676056338028169,0.18309859154929578
bTdZgjezGUWr0efKKg5ueg,0.34686346863468637,0.47601476014760147,0.17712177121771217
Jqi7Y8DJMf9rGRp4AL4qxA,0.097378277153558054,0.36704119850187267,0.53558052434456926
0SbeuBlwfAwQseiWkebV0w,0.4357638888888889,0.4670138888888889,0.097222222222222224
pYUqnHVhbtE-s57Rdngbfg,0.33149171270718231,0.43093922651933703,0.23756906077348067
Gb0W+NIUKaxj3xha8Yt9HQ,0.34615384615384615,0.31868131868131866,0.33516483516483514
x3Lz1nkGfZqAqrYC8jLFzw,0.14913176710929521,0.66394279877425944,0.18692543411644535
Een3lj+0f3jxdMHa671q3w,0.33216783216783219,0.51048951048951052,0.15734265734265734
7JTkZifmDAh1NWohxyAzzA,0.40963855421686746,0.48192771084337349,0.10843373493975904
WQtT6HW0Lg7cCFsczODZ3A,0.46568627450980393,0.40196078431372551,0.13235294117647059
XRZpaxw4meVICKdzZT35qg,0.57238307349665929,0.22939866369710468,0.19821826280623608
TUVZJqSY2rIpAoe5BrPQCA,0.22566371681415928,0.65752212389380527,0.1168141592920354
YXz-vKw8zHe6YpvX2yYZQw,0.29411764705882354,0.47593582887700536,0.22994652406417113
Iet1WMrSR2cC8v3gpZuO2A,0.19831223628691982,0.52320675105485237,0.27848101265822783
n6jJSWXJaQo5gmJdz99G1g,0.3848531684698609,0.48377125193199383,0.13137557959814528
L5ktumOPj591szbsd2K1HQ,0.38785046728971961,0.57242990654205606,0.039719626168224297
6g6Sv0RYcNaxywJ5UoCcOA,0.43630308076602831,0.39217318900915904,0.17152373022481265
mmf3aRz198gbSHyjVPYyiA,0.65175097276264593,0.22957198443579765,0.11867704280155641
Q5NxalLrzACTW1WFAxDmcA,0.40113798008534851,0.43812233285917496,0.16073968705547653
H2ar+O3uLHov5x6g9Gc5Xg,0.70833333333333337,0.23214285714285715,0.059523809523809521
+uhsI4nnHcVHrE4UDn6J+w,0.20693069306930692,0.60990099009900989,0.18316831683168316
CNp8tbgIvlsDiLK36Tg07Q,0.26785714285714285,0.5714285714285714,0.16071428571428573
EWG5vCS9Jpzo4W0O1pPLAw,0.37387387387387389,0.50900900900900903,0.11711711711711711
KLrIH-0q86as-00WLTQkGw,0.41663807890222987,0.45437392795883363,0.12898799313893652
xPnNClyylUhofXqN1vLGxg,0.24415584415584415,0.50129870129870124,0.25454545454545452
r+71cjv+nFpp+oOqeiNSLA,0.19823788546255505,0.50220264317180618,0.29955947136563876
2QNmlpavdhO7YYSXmr4+7w,0.45909090909090911,0.40909090909090912,0.13181818181818181
R30-N2asd-twnvdaJC-5iw,0.16444444444444445,0.50222222222222224,0.33333333333333331
e0S2T57JuvrjeTjtpFyflg,0.48027354024197788,0.35192004208311417,0.16780641767490795
sPbiie10WkttB6BBB+w6og,0.35018726591760302,0.58052434456928836,0.069288389513108617
aOLzQp9lmqGZwMs5xygamA,0.21851851851851853,0.53333333333333333,0.24814814814814815
A2PBIB3shDakMnaIlmPOiw,0.25798525798525801,0.6117936117936118,0.13022113022113022
myJbOhTYv-R-XgZEHZSoEw,0.57712082262210795,0.1827763496143959,0.24010282776349615
zYKijZBdTNW1P9jp6mRlMQ,0.42857142857142855,0.27988338192419826,0.29154518950437319
2dlWI54sZna1YuJ+AcIPgQ,0.27551020408163263,0.58163265306122447,0.14285714285714285
